Beta-carotene
5/1/2025 7:19:19 PM
Wavelength (nm)	10mm Absorbance
352.0	0.341
352.5	0.345
353.0	0.349
353.5	0.353
354.0	0.357
354.5	0.362
355.0	0.365
355.5	0.370
356.0	0.374
356.5	0.379
357.0	0.384
357.5	0.388
358.0	0.393
358.5	0.397
359.0	0.402
359.5	0.407
360.0	0.411
360.5	0.415
361.0	0.420
361.5	0.425
362.0	0.429
362.5	0.433
363.0	0.438
363.5	0.444
364.0	0.449
364.5	0.454
365.0	0.460
365.5	0.464
366.0	0.469
366.5	0.475
367.0	0.480
367.5	0.486
368.0	0.493
368.5	0.499
369.0	0.504
369.5	0.509
370.0	0.515
370.5	0.520
371.0	0.526
371.5	0.531
372.0	0.537
372.5	0.543
373.0	0.548
373.5	0.553
374.0	0.557
374.5	0.561
375.0	0.566
375.5	0.570
376.0	0.573
376.5	0.576
377.0	0.579
377.5	0.581
378.0	0.583
378.5	0.586
379.0	0.587
379.5	0.588
380.0	0.590
380.5	0.591
381.0	0.593
381.5	0.594
382.0	0.595
382.5	0.597
383.0	0.598
383.5	0.600
384.0	0.601
384.5	0.601
385.0	0.601
385.5	0.601
386.0	0.600
386.5	0.600
387.0	0.599
387.5	0.598
388.0	0.598
388.5	0.598
389.0	0.597
389.5	0.597
390.0	0.596
390.5	0.596
391.0	0.596
391.5	0.597
392.0	0.598
392.5	0.600
393.0	0.603
393.5	0.606
394.0	0.609
394.5	0.613
395.0	0.618
395.5	0.623
396.0	0.629
396.5	0.636
397.0	0.644
397.5	0.653
398.0	0.663
398.5	0.674
399.0	0.685
399.5	0.697
400.0	0.710
400.5	0.723
401.0	0.736
401.5	0.748
402.0	0.761
402.5	0.774
403.0	0.787
403.5	0.799
404.0	0.812
404.5	0.825
405.0	0.836
405.5	0.848
406.0	0.857
406.5	0.866
407.0	0.874
407.5	0.880
408.0	0.887
408.5	0.893
409.0	0.898
409.5	0.903
410.0	0.907
410.5	0.910
411.0	0.911
411.5	0.911
412.0	0.911
412.5	0.909
413.0	0.907
413.5	0.906
414.0	0.903
414.5	0.901
415.0	0.899
415.5	0.896
416.0	0.893
416.5	0.891
417.0	0.890
417.5	0.889
418.0	0.888
418.5	0.890
419.0	0.892
419.5	0.896
420.0	0.902
420.5	0.910
421.0	0.919
421.5	0.930
422.0	0.942
422.5	0.956
423.0	0.972
423.5	0.987
424.0	1.005
424.5	1.025
425.0	1.045
425.5	1.066
426.0	1.086
426.5	1.107
427.0	1.126
427.5	1.145
428.0	1.162
428.5	1.178
429.0	1.193
429.5	1.206
430.0	1.217
430.5	1.226
431.0	1.231
431.5	1.233
432.0	1.228
432.5	1.217
433.0	1.202
433.5	1.182
434.0	1.158
434.5	1.129
435.0	1.097
435.5	1.062
436.0	1.023
436.5	0.980
437.0	0.934
437.5	0.886
438.0	0.836
438.5	0.786
439.0	0.735
439.5	0.685
440.0	0.637
440.5	0.591
441.0	0.546
441.5	0.504
442.0	0.464
442.5	0.427
443.0	0.392
443.5	0.359
444.0	0.327
444.5	0.297
445.0	0.269
445.5	0.243
446.0	0.219
446.5	0.197
447.0	0.178
447.5	0.162
448.0	0.147
448.5	0.133
449.0	0.121
449.5	0.109
450.0	0.100
450.5	0.090
451.0	0.082
451.5	0.075
452.0	0.068
452.5	0.063
453.0	0.057
453.5	0.052
454.0	0.048
454.5	0.045
455.0	0.042
455.5	0.038
456.0	0.036
456.5	0.034
457.0	0.032
457.5	0.030
458.0	0.028
458.5	0.026
459.0	0.025
459.5	0.024
460.0	0.023
460.5	0.022
461.0	0.021
461.5	0.021
462.0	0.020
462.5	0.019
463.0	0.019
463.5	0.018
464.0	0.017
464.5	0.017
465.0	0.016
465.5	0.016
466.0	0.016
466.5	0.015
467.0	0.015
467.5	0.015
468.0	0.015
468.5	0.014
469.0	0.014
469.5	0.014
470.0	0.014
470.5	0.014
471.0	0.014
471.5	0.014
472.0	0.013
472.5	0.013
473.0	0.013
473.5	0.013
474.0	0.013
474.5	0.013
475.0	0.013
475.5	0.013
476.0	0.013
476.5	0.013
477.0	0.013
477.5	0.013
478.0	0.013
478.5	0.013
479.0	0.013
479.5	0.013
480.0	0.014
480.5	0.014
481.0	0.014
481.5	0.015
482.0	0.015
482.5	0.015
483.0	0.015
483.5	0.015
484.0	0.015
484.5	0.015
485.0	0.016
485.5	0.016
486.0	0.016
486.5	0.016
487.0	0.017
487.5	0.017
488.0	0.018
488.5	0.018
489.0	0.018
489.5	0.018
490.0	0.018
490.5	0.019
491.0	0.019
491.5	0.019
492.0	0.019
492.5	0.020
493.0	0.020
493.5	0.020
494.0	0.020
494.5	0.020
495.0	0.020
495.5	0.020
496.0	0.019
496.5	0.020
497.0	0.020
497.5	0.020
498.0	0.020
498.5	0.020
499.0	0.020
499.5	0.020
500.0	0.020
500.5	0.019
501.0	0.019
501.5	0.019
502.0	0.019
502.5	0.019
503.0	0.019
503.5	0.018
504.0	0.018
504.5	0.018
505.0	0.018
505.5	0.018
506.0	0.018
506.5	0.018
507.0	0.018
507.5	0.018
508.0	0.017
508.5	0.017
509.0	0.017
509.5	0.017
510.0	0.017
510.5	0.017
511.0	0.017
511.5	0.017
512.0	0.017
512.5	0.017
513.0	0.016
513.5	0.016
514.0	0.016
514.5	0.016
515.0	0.016
515.5	0.017
516.0	0.018
516.5	0.018
517.0	0.019
517.5	0.019
518.0	0.019
518.5	0.020
519.0	0.021
519.5	0.021
520.0	0.022
520.5	0.022
521.0	0.023
521.5	0.023
522.0	0.024
522.5	0.024
523.0	0.025
523.5	0.026
524.0	0.027
524.5	0.028
525.0	0.029
525.5	0.029
526.0	0.029
526.5	0.030
527.0	0.030
527.5	0.031
528.0	0.032
528.5	0.032
529.0	0.032
529.5	0.033
530.0	0.033
530.5	0.033
531.0	0.034
531.5	0.034
532.0	0.034
532.5	0.034
533.0	0.034
533.5	0.035
534.0	0.035
534.5	0.035
535.0	0.035
535.5	0.035
536.0	0.035
536.5	0.034
537.0	0.034
537.5	0.034
538.0	0.033
538.5	0.033
539.0	0.032
539.5	0.032
540.0	0.032
540.5	0.031
541.0	0.031
541.5	0.031
542.0	0.031
542.5	0.031
543.0	0.030
543.5	0.030
544.0	0.029
544.5	0.029
545.0	0.029
545.5	0.028
546.0	0.028
546.5	0.028
547.0	0.028
547.5	0.028
548.0	0.027
548.5	0.027
549.0	0.026
549.5	0.026
550.0	0.026
550.5	0.025
551.0	0.025
551.5	0.026
552.0	0.026
552.5	0.026
553.0	0.027
553.5	0.027
554.0	0.028
554.5	0.029
555.0	0.030
555.5	0.030
556.0	0.031
556.5	0.033
557.0	0.034
557.5	0.035
558.0	0.036
558.5	0.037
559.0	0.038
559.5	0.039
560.0	0.040
560.5	0.041
561.0	0.043
561.5	0.045
562.0	0.046
562.5	0.048
563.0	0.050
563.5	0.052
564.0	0.054
564.5	0.055
565.0	0.057
565.5	0.058
566.0	0.060
566.5	0.062
567.0	0.063
567.5	0.065
568.0	0.067
568.5	0.069
569.0	0.071
569.5	0.072
570.0	0.074
570.5	0.075
571.0	0.077
571.5	0.079
572.0	0.080
572.5	0.081
573.0	0.083
573.5	0.084
574.0	0.086
574.5	0.087
575.0	0.088
575.5	0.088
576.0	0.089
576.5	0.090
577.0	0.091
577.5	0.091
578.0	0.092
578.5	0.092
579.0	0.092
579.5	0.092
580.0	0.092
580.5	0.092
581.0	0.092
581.5	0.092
582.0	0.091
582.5	0.091
583.0	0.091
583.5	0.090
584.0	0.089
584.5	0.088
585.0	0.087
585.5	0.086
586.0	0.085
586.5	0.085
587.0	0.083
587.5	0.082
588.0	0.081
588.5	0.080
589.0	0.078
589.5	0.077
590.0	0.076
590.5	0.075
591.0	0.074
591.5	0.074
592.0	0.074
592.5	0.074
593.0	0.074
593.5	0.074
594.0	0.075
594.5	0.076
595.0	0.078
595.5	0.080
596.0	0.082
596.5	0.084
597.0	0.086
597.5	0.088
598.0	0.090
598.5	0.092
599.0	0.094
599.5	0.097
600.0	0.099
600.5	0.102
601.0	0.105
601.5	0.108
602.0	0.111
602.5	0.114
603.0	0.118
603.5	0.122
604.0	0.125
604.5	0.128
605.0	0.131
605.5	0.134
606.0	0.137
606.5	0.140
607.0	0.143
607.5	0.146
608.0	0.149
608.5	0.152
609.0	0.154
609.5	0.157
610.0	0.159
610.5	0.160
611.0	0.162
611.5	0.163
612.0	0.164
612.5	0.165
613.0	0.166
613.5	0.167
614.0	0.168
614.5	0.169
615.0	0.169
615.5	0.170
616.0	0.171
616.5	0.171
617.0	0.171
617.5	0.171
618.0	0.171
618.5	0.170
619.0	0.169
619.5	0.168
620.0	0.167
620.5	0.165
621.0	0.164
621.5	0.162
622.0	0.160
622.5	0.158
623.0	0.156
623.5	0.154
624.0	0.151
624.5	0.149
625.0	0.147
625.5	0.144
626.0	0.141
626.5	0.138
627.0	0.136
627.5	0.133
628.0	0.130
628.5	0.127
629.0	0.125
629.5	0.123
630.0	0.121
630.5	0.119
631.0	0.116
631.5	0.114
632.0	0.112
632.5	0.111
633.0	0.109
633.5	0.108
634.0	0.107
634.5	0.107
635.0	0.107
635.5	0.107
636.0	0.106
636.5	0.106
637.0	0.107
637.5	0.107
638.0	0.107
638.5	0.109
639.0	0.111
639.5	0.114
640.0	0.117
640.5	0.120
641.0	0.124
641.5	0.129
642.0	0.133
642.5	0.138
643.0	0.145
643.5	0.151
644.0	0.159
644.5	0.168
645.0	0.178
645.5	0.189
646.0	0.200
646.5	0.213
647.0	0.226
647.5	0.241
648.0	0.257
648.5	0.273
649.0	0.291
649.5	0.311
650.0	0.331
650.5	0.353
651.0	0.377
651.5	0.401
652.0	0.428
652.5	0.456
653.0	0.485
653.5	0.515
654.0	0.547
654.5	0.581
655.0	0.614
655.5	0.648
656.0	0.683
656.5	0.718
657.0	0.752
657.5	0.786
658.0	0.816
658.5	0.846
659.0	0.874
659.5	0.897
660.0	0.920
660.5	0.939
661.0	0.953
661.5	0.968
662.0	0.978
662.5	0.982
663.0	0.982
663.5	0.979
664.0	0.972
664.5	0.961
665.0	0.947
665.5	0.928
666.0	0.905
666.5	0.882
667.0	0.854
667.5	0.823
668.0	0.790
668.5	0.756
669.0	0.722
669.5	0.686
670.0	0.648
670.5	0.610
671.0	0.572
671.5	0.536
672.0	0.500
672.5	0.465
673.0	0.430
673.5	0.397
674.0	0.365
674.5	0.335
675.0	0.306
675.5	0.279
676.0	0.254
676.5	0.230
677.0	0.207
677.5	0.186
678.0	0.167
678.5	0.149
679.0	0.133
679.5	0.119
680.0	0.106
680.5	0.093
681.0	0.082
681.5	0.071
682.0	0.062
682.5	0.054
683.0	0.047
683.5	0.040
684.0	0.035
684.5	0.029
685.0	0.024
685.5	0.020
686.0	0.016
686.5	0.012
687.0	0.009
687.5	0.006
688.0	0.003
688.5	0.000
689.0	-0.002
689.5	-0.004
690.0	-0.005
690.5	-0.006
691.0	-0.007
691.5	-0.008
692.0	-0.009
692.5	-0.011
693.0	-0.011
693.5	-0.012
694.0	-0.013
694.5	-0.013
695.0	-0.013
695.5	-0.013
696.0	-0.013
696.5	-0.014
697.0	-0.015
697.5	-0.016
698.0	-0.017
698.5	-0.018
699.0	-0.019
699.5	-0.019
700.0	-0.019
700.5	-0.019
701.0	-0.020
701.5	-0.020
702.0	-0.020
702.5	-0.020
703.0	-0.020
703.5	-0.020
704.0	-0.021
704.5	-0.021
705.0	-0.021
705.5	-0.021
706.0	-0.021
706.5	-0.022
707.0	-0.022
707.5	-0.022
708.0	-0.022
708.5	-0.023
709.0	-0.024
709.5	-0.024
710.0	-0.023
710.5	-0.023
711.0	-0.023
711.5	-0.023
712.0	-0.023
712.5	-0.023
713.0	-0.023
713.5	-0.023
714.0	-0.023
714.5	-0.024
715.0	-0.023
715.5	-0.023
716.0	-0.025
716.5	-0.025
717.0	-0.025
717.5	-0.025
718.0	-0.026
718.5	-0.025
719.0	-0.025
719.5	-0.024
720.0	-0.023
720.5	-0.023
721.0	-0.024
721.5	-0.024
722.0	-0.025
722.5	-0.025
723.0	-0.025
723.5	-0.026
724.0	-0.025
724.5	-0.025
725.0	-0.025
725.5	-0.025
726.0	-0.025
726.5	-0.026
727.0	-0.025
727.5	-0.026
728.0	-0.026
728.5	-0.026
729.0	-0.026
729.5	-0.026
730.0	-0.026
730.5	-0.025
731.0	-0.025
731.5	-0.025
732.0	-0.026
732.5	-0.026
733.0	-0.026
733.5	-0.027
734.0	-0.027
734.5	-0.027
735.0	-0.027
735.5	-0.027
736.0	-0.026
736.5	-0.026
737.0	-0.026
737.5	-0.026
738.0	-0.026
738.5	-0.026
739.0	-0.025
739.5	-0.025
740.0	-0.026
740.5	-0.026
741.0	-0.025
741.5	-0.026
742.0	-0.027
742.5	-0.029
743.0	-0.029
743.5	-0.029
744.0	-0.027
744.5	-0.027
745.0	-0.026
745.5	-0.026
746.0	-0.026
746.5	-0.026
747.0	-0.027
747.5	-0.028
748.0	-0.028
748.5	-0.027
749.0	-0.026
749.5	-0.026
750.0	-0.026
750.5	-0.025
751.0	-0.026
751.5	-0.026
752.0	-0.026
752.5	-0.026
753.0	-0.027
753.5	-0.027
754.0	-0.027
754.5	-0.028
755.0	-0.030
755.5	-0.030
756.0	-0.030
756.5	-0.030
757.0	-0.029
757.5	-0.028
758.0	-0.027
758.5	-0.026
759.0	-0.025
759.5	-0.024
760.0	-0.025
760.5	-0.025
761.0	-0.026
761.5	-0.025
762.0	-0.026
762.5	-0.026
763.0	-0.026
763.5	-0.025
764.0	-0.025
764.5	-0.025
765.0	-0.026
765.5	-0.025
766.0	-0.025
766.5	-0.025
767.0	-0.025
767.5	-0.025
768.0	-0.026
768.5	-0.026
769.0	-0.027
769.5	-0.027
770.0	-0.027
770.5	-0.027
771.0	-0.027
771.5	-0.026
772.0	-0.026
772.5	-0.026
773.0	-0.027
773.5	-0.027
774.0	-0.026
774.5	-0.026
775.0	-0.025
775.5	-0.025
776.0	-0.026
776.5	-0.026
777.0	-0.027
777.5	-0.028
778.0	-0.030
778.5	-0.030
779.0	-0.030
779.5	-0.030
780.0	-0.029
780.5	-0.028
781.0	-0.028
781.5	-0.027
782.0	-0.027
782.5	-0.027
783.0	-0.027
783.5	-0.026
784.0	-0.026
784.5	-0.027
785.0	-0.027
785.5	-0.026
786.0	-0.027
786.5	-0.027
787.0	-0.027
787.5	-0.026
788.0	-0.026
788.5	-0.026
789.0	-0.026
789.5	-0.027
790.0	-0.027
790.5	-0.027
791.0	-0.028
791.5	-0.028
792.0	-0.028
792.5	-0.027
793.0	-0.027
793.5	-0.025
794.0	-0.024
794.5	-0.024
795.0	-0.024
795.5	-0.025
796.0	-0.026
796.5	-0.027
797.0	-0.029
797.5	-0.029
798.0	-0.028
798.5	-0.027
799.0	-0.027
799.5	-0.027
800.0	-0.027
800.5	-0.027
801.0	-0.027
801.5	-0.028
802.0	-0.029
802.5	-0.030
803.0	-0.030
803.5	-0.030
804.0	-0.030
804.5	-0.030
805.0	-0.030
805.5	-0.030
806.0	-0.029
806.5	-0.029
807.0	-0.029
807.5	-0.028
808.0	-0.028
808.5	-0.028
809.0	-0.027
809.5	-0.028
810.0	-0.028
810.5	-0.027
811.0	-0.027
811.5	-0.028
812.0	-0.028
812.5	-0.028
813.0	-0.028
813.5	-0.029
814.0	-0.029
814.5	-0.028
815.0	-0.027
815.5	-0.027
816.0	-0.027
816.5	-0.028
817.0	-0.028
817.5	-0.028
818.0	-0.028
818.5	-0.028
819.0	-0.027
819.5	-0.026
820.0	-0.026
820.5	-0.027
821.0	-0.028
821.5	-0.029
822.0	-0.030
822.5	-0.030
823.0	-0.030
823.5	-0.030
824.0	-0.030
824.5	-0.030
825.0	-0.030
825.5	-0.030
826.0	-0.030
826.5	-0.029
827.0	-0.029
827.5	-0.029
828.0	-0.031
828.5	-0.031
829.0	-0.031
829.5	-0.031
830.0	-0.031
830.5	-0.031
831.0	-0.030
831.5	-0.029
832.0	-0.028
832.5	-0.028
833.0	-0.029
833.5	-0.028
834.0	-0.027
834.5	-0.027
835.0	-0.028
835.5	-0.029
836.0	-0.030
836.5	-0.030
837.0	-0.030
837.5	-0.029
838.0	-0.028
838.5	-0.028
839.0	-0.028
839.5	-0.027
840.0	-0.027
840.5	-0.028
841.0	-0.029
841.5	-0.029
842.0	-0.029
842.5	-0.028
843.0	-0.027
843.5	-0.028
844.0	-0.028
844.5	-0.027
845.0	-0.028
845.5	-0.028
846.0	-0.029
846.5	-0.028
847.0	-0.026
847.5	-0.025
848.0	-0.025
848.5	-0.026
849.0	-0.027
849.5	-0.027
850.0	-0.029


Chlorophyll b
5/1/2025 7:19:44 PM
Wavelength (nm)	10mm Absorbance
//WLCalib: Shift 	0.24667	
//WLCalib: 261S 	0.07000	
//WLCalib: 362S 	-0.31000	
//WLCalib: 484S 	0.12000	
//WLCalib: 529S 	0.24000	
//WLCalib: 823S 	-0.29000	
//QSpecEnd: 
190.0	0.002
190.5	0.002
191.0	0.002
191.5	0.001
192.0	0.000
192.5	-0.001
193.0	0.000
193.5	0.000
194.0	0.000
194.5	0.000
195.0	0.000
195.5	0.000
196.0	0.000
196.5	0.000
197.0	0.000
197.5	0.000
198.0	0.000
198.5	0.000
199.0	0.000
199.5	0.000
200.0	0.000
200.5	0.000
201.0	0.000
201.5	0.000
202.0	0.000
202.5	0.000
203.0	0.000
203.5	0.000
204.0	0.000
204.5	-0.002
205.0	-0.003
205.5	0.002
206.0	0.006
206.5	0.009
207.0	0.010
207.5	0.011
208.0	0.010
208.5	0.008
209.0	0.004
209.5	-0.003
210.0	-0.001
210.5	0.000
211.0	0.000
211.5	0.000
212.0	0.000
212.5	0.000
213.0	0.000
213.5	0.000
214.0	0.000
214.5	0.003
215.0	0.003
215.5	-0.004
216.0	-0.010
216.5	-0.013
217.0	-0.015
217.5	-0.015
218.0	-0.014
218.5	-0.010
219.0	-0.005
219.5	0.003
220.0	0.002
220.5	0.000
221.0	0.000
221.5	0.000
222.0	0.001
222.5	0.000
223.0	-0.002
223.5	-0.003
224.0	-0.001
224.5	-0.003
225.0	-0.006
225.5	-0.007
226.0	-0.007
226.5	-0.006
227.0	-0.004
227.5	-0.005
228.0	-0.003
228.5	-0.001
229.0	0.003
229.5	0.000
230.0	0.000
230.5	0.000
231.0	0.000
231.5	0.000
232.0	0.000
232.5	0.000
233.0	0.000
233.5	0.000
234.0	0.000
234.5	0.000
235.0	0.000
235.5	0.000
236.0	0.000
236.5	0.000
237.0	0.000
237.5	0.000
238.0	0.000
238.5	0.000
239.0	0.000
239.5	0.000
240.0	-0.004
240.5	0.002
241.0	0.005
241.5	0.008
242.0	0.010
242.5	0.010
243.0	0.009
243.5	0.007
244.0	0.004
244.5	0.000
245.0	-0.003
245.5	-0.008
246.0	-0.002
246.5	0.008
247.0	0.015
247.5	0.020
248.0	0.023
248.5	0.022
249.0	0.019
249.5	0.014
250.0	0.005
250.5	-0.010
251.0	0.001
251.5	0.004
252.0	0.006
252.5	0.008
253.0	0.008
253.5	0.008
254.0	0.006
254.5	0.001
255.0	-0.001
255.5	-0.005
256.0	-0.005
256.5	-0.005
257.0	-0.006
257.5	-0.005
258.0	-0.005
258.5	-0.001
259.0	0.000
259.5	0.004
260.0	0.003
260.5	0.000
261.0	-0.002
261.5	-0.003
262.0	-0.004
262.5	-0.005
263.0	-0.005
263.5	-0.002
264.0	0.000
264.5	0.002
265.0	0.000
265.5	0.000
266.0	0.000
266.5	0.000
267.0	0.000
267.5	0.000
268.0	0.000
268.5	0.000
269.0	0.000
269.5	0.000
270.0	0.000
270.5	0.000
271.0	0.000
271.5	0.000
272.0	0.000
272.5	0.000
273.0	0.000
273.5	0.000
274.0	0.000
274.5	0.000
275.0	0.000
275.5	0.000
276.0	0.000
276.5	0.000
277.0	0.000
277.5	0.000
278.0	0.000
278.5	0.000
279.0	0.000
279.5	0.000
280.0	0.000
280.5	0.000
281.0	0.000
281.5	0.000
282.0	0.000
282.5	0.000
283.0	0.000
283.5	0.000
284.0	0.000
284.5	0.000
285.0	0.000
285.5	0.000
286.0	0.000
286.5	0.000
287.0	0.000
287.5	0.000
288.0	0.000
288.5	0.000
289.0	0.000
289.5	0.007
290.0	-0.004
290.5	-0.012
291.0	-0.018
291.5	-0.022
292.0	-0.023
292.5	-0.021
293.0	-0.016
293.5	-0.009
294.0	0.001
294.5	0.000
295.0	0.002
295.5	0.010
296.0	0.016
296.5	0.020
297.0	0.021
297.5	0.020
298.0	0.016
298.5	0.010
299.0	0.002
299.5	-0.010
300.0	0.000
300.5	0.000
301.0	0.000
301.5	0.000
302.0	0.000
302.5	0.000
303.0	0.000
303.5	0.000
304.0	0.000
304.5	0.000
305.0	0.000
305.5	0.000
306.0	0.000
306.5	0.000
307.0	0.000
307.5	0.000
308.0	-0.012
308.5	-0.008
309.0	0.013
309.5	0.030
310.0	0.041
310.5	0.046
311.0	0.058
311.5	0.044
312.0	0.022
312.5	-0.003
313.0	-0.033
313.5	-0.036
314.0	-0.027
314.5	-0.023
315.0	-0.021
315.5	-0.002
316.0	0.012
316.5	-0.004
317.0	-0.002
317.5	-0.004
318.0	0.004
318.5	0.012
319.0	0.020
319.5	0.031
320.0	0.036
320.5	0.045
321.0	0.035
321.5	0.021
322.0	0.012
322.5	0.006
323.0	0.001
323.5	-0.013
324.0	-0.007
324.5	0.025
325.0	0.063
325.5	0.111
326.0	0.160
326.5	0.209
327.0	0.247
327.5	0.282
328.0	0.287
328.5	0.284
329.0	0.290
329.5	0.297
330.0	0.300
330.5	0.305
331.0	0.309
331.5	0.314
332.0	0.315
332.5	0.318
333.0	0.322
333.5	0.325
334.0	0.327
334.5	0.330
335.0	0.333
335.5	0.336
336.0	0.338
336.5	0.339
337.0	0.341
337.5	0.343
338.0	0.344
338.5	0.345
339.0	0.346
339.5	0.346
340.0	0.346
340.5	0.346
341.0	0.346
341.5	0.345
342.0	0.344
342.5	0.342
343.0	0.341
343.5	0.339
344.0	0.337
344.5	0.335
345.0	0.333
345.5	0.331
346.0	0.329
346.5	0.328
347.0	0.325
347.5	0.322
348.0	0.319
348.5	0.316
349.0	0.313
349.5	0.311
350.0	0.308
350.5	0.306
351.0	0.304
351.5	0.302
352.0	0.300
352.5	0.299
353.0	0.297
353.5	0.296
354.0	0.295
354.5	0.294
355.0	0.293
355.5	0.293
356.0	0.291
356.5	0.291
357.0	0.290
357.5	0.290
358.0	0.289
358.5	0.289
359.0	0.288
359.5	0.287
360.0	0.286
360.5	0.285
361.0	0.284
361.5	0.282
362.0	0.281
362.5	0.280
363.0	0.279
363.5	0.278
364.0	0.276
364.5	0.275
365.0	0.272
365.5	0.270
366.0	0.269
366.5	0.266
367.0	0.264
367.5	0.262
368.0	0.260
368.5	0.258
369.0	0.257
369.5	0.255
370.0	0.254
370.5	0.252
371.0	0.251
371.5	0.250
372.0	0.248
372.5	0.247
373.0	0.246
373.5	0.244
374.0	0.243
374.5	0.243
375.0	0.242
375.5	0.241
376.0	0.240
376.5	0.239
377.0	0.238
377.5	0.238
378.0	0.237
378.5	0.236
379.0	0.235
379.5	0.233
380.0	0.232
380.5	0.230
381.0	0.229
381.5	0.227
382.0	0.225
382.5	0.222
383.0	0.219
383.5	0.217
384.0	0.213
384.5	0.209
385.0	0.206
385.5	0.202
386.0	0.198
386.5	0.194
387.0	0.190
387.5	0.186
388.0	0.182
388.5	0.178
389.0	0.174
389.5	0.171
390.0	0.168
390.5	0.164
391.0	0.161
391.5	0.158
392.0	0.155
392.5	0.153
393.0	0.151
393.5	0.150
394.0	0.149
394.5	0.147
395.0	0.146
395.5	0.145
396.0	0.145
396.5	0.144
397.0	0.144
397.5	0.145
398.0	0.145
398.5	0.146
399.0	0.147
399.5	0.148
400.0	0.149
400.5	0.151
401.0	0.152
401.5	0.153
402.0	0.154
402.5	0.156
403.0	0.157
403.5	0.159
404.0	0.161
404.5	0.163
405.0	0.165
405.5	0.166
406.0	0.168
406.5	0.169
407.0	0.171
407.5	0.173
408.0	0.174
408.5	0.177
409.0	0.179
409.5	0.181
410.0	0.184
410.5	0.187
411.0	0.190
411.5	0.194
412.0	0.198
412.5	0.203
413.0	0.208
413.5	0.213
414.0	0.218
414.5	0.224
415.0	0.229
415.5	0.236
416.0	0.243
416.5	0.251
417.0	0.259
417.5	0.268
418.0	0.278
418.5	0.288
419.0	0.299
419.5	0.310
420.0	0.321
420.5	0.333
421.0	0.345
421.5	0.356
422.0	0.368
422.5	0.379
423.0	0.391
423.5	0.402
424.0	0.414
424.5	0.427
425.0	0.439
425.5	0.450
426.0	0.461
426.5	0.471
427.0	0.481
427.5	0.491
428.0	0.500
428.5	0.509
429.0	0.517
429.5	0.523
430.0	0.530
430.5	0.536
431.0	0.540
431.5	0.544
432.0	0.548
432.5	0.551
433.0	0.554
433.5	0.557
434.0	0.559
434.5	0.562
435.0	0.564
435.5	0.567
436.0	0.569
436.5	0.572
437.0	0.575
437.5	0.578
438.0	0.582
438.5	0.586
439.0	0.592
439.5	0.599
440.0	0.607
440.5	0.616
441.0	0.626
441.5	0.638
442.0	0.651
442.5	0.666
443.0	0.683
443.5	0.702
444.0	0.723
444.5	0.746
445.0	0.771
445.5	0.797
446.0	0.826
446.5	0.855
447.0	0.885
447.5	0.916
448.0	0.947
448.5	0.978
449.0	1.010
449.5	1.044
450.0	1.077
450.5	1.111
451.0	1.146
451.5	1.179
452.0	1.212
452.5	1.243
453.0	1.270
453.5	1.296
454.0	1.319
454.5	1.340
455.0	1.358
455.5	1.373
456.0	1.386
456.5	1.395
457.0	1.403
457.5	1.405
458.0	1.401
458.5	1.392
459.0	1.379
459.5	1.364
460.0	1.347
460.5	1.328
461.0	1.306
461.5	1.284
462.0	1.261
462.5	1.235
463.0	1.208
463.5	1.178
464.0	1.145
464.5	1.111
465.0	1.076
465.5	1.041
466.0	1.004
466.5	0.967
467.0	0.930
467.5	0.895
468.0	0.861
468.5	0.828
469.0	0.794
469.5	0.761
470.0	0.728
470.5	0.695
471.0	0.662
471.5	0.630
472.0	0.599
472.5	0.569
473.0	0.540
473.5	0.512
474.0	0.485
474.5	0.460
475.0	0.436
475.5	0.412
476.0	0.390
476.5	0.368
477.0	0.347
477.5	0.328
478.0	0.309
478.5	0.291
479.0	0.274
479.5	0.259
480.0	0.244
480.5	0.230
481.0	0.216
481.5	0.203
482.0	0.190
482.5	0.177
483.0	0.167
483.5	0.157
484.0	0.148
484.5	0.141
485.0	0.135
485.5	0.130
486.0	0.125
486.5	0.120
487.0	0.114
487.5	0.109
488.0	0.104
488.5	0.099
489.0	0.095
489.5	0.091
490.0	0.087
490.5	0.084
491.0	0.081
491.5	0.078
492.0	0.075
492.5	0.073
493.0	0.071
493.5	0.069
494.0	0.067
494.5	0.066
495.0	0.064
495.5	0.063
496.0	0.061
496.5	0.060
497.0	0.059
497.5	0.058
498.0	0.057
498.5	0.056
499.0	0.056
499.5	0.055
500.0	0.054
500.5	0.054
501.0	0.053
501.5	0.053
502.0	0.053
502.5	0.052
503.0	0.052
503.5	0.052
504.0	0.052
504.5	0.051
505.0	0.051
505.5	0.051
506.0	0.051
506.5	0.051
507.0	0.051
507.5	0.050
508.0	0.050
508.5	0.050
509.0	0.049
509.5	0.049
510.0	0.049
510.5	0.049
511.0	0.050
511.5	0.050
512.0	0.050
512.5	0.050
513.0	0.050
513.5	0.049
514.0	0.049
514.5	0.049
515.0	0.049
515.5	0.050
516.0	0.050
516.5	0.050
517.0	0.050
517.5	0.050
518.0	0.051
518.5	0.051
519.0	0.051
519.5	0.052
520.0	0.052
520.5	0.052
521.0	0.052
521.5	0.052
522.0	0.052
522.5	0.053
523.0	0.053
523.5	0.054
524.0	0.055
524.5	0.055
525.0	0.056
525.5	0.056
526.0	0.057
526.5	0.057
527.0	0.057
527.5	0.058
528.0	0.058
528.5	0.059
